date,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1929/6/1,28.438,0.341,Guangzhou,China,23.31N,112.72E
1929/7/1,28.303,0.622,Guangzhou,China,23.31N,112.72E
1929/8/1,28.359,0.481,Guangzhou,China,23.31N,112.72E
1929/9/1,27.56,0.427,Guangzhou,China,23.31N,112.72E
1929/10/1,23.976,0.483,Guangzhou,China,23.31N,112.72E
1929/11/1,17.918,0.307,Guangzhou,China,23.31N,112.72E
1929/12/1,14.834,0.367,Guangzhou,China,23.31N,112.72E
1930/1/1,8.862,1.145,Guangzhou,China,23.31N,112.72E
1930/2/1,14.62,0.234,Guangzhou,China,23.31N,112.72E
1930/3/1,16.819,0.341,Guangzhou,China,23.31N,112.72E
1930/4/1,23.127,0.432,Guangzhou,China,23.31N,112.72E
1930/5/1,26.09,0.293,Guangzhou,China,23.31N,112.72E
1930/6/1,27.642,0.187,Guangzhou,China,23.31N,112.72E
1930/7/1,28.842,0.212,Guangzhou,China,23.31N,112.72E
1930/8/1,28.777,0.385,Guangzhou,China,23.31N,112.72E
1930/9/1,26.516,0.32,Guangzhou,China,23.31N,112.72E
1930/10/1,23.362,0.257,Guangzhou,China,23.31N,112.72E
1930/11/1,18.934,0.678,Guangzhou,China,23.31N,112.72E
1930/12/1,14.893,0.578,Guangzhou,China,23.31N,112.72E
1931/1/1,13.628,0.482,Guangzhou,China,23.31N,112.72E
1931/2/1,12.982,1.554,Guangzhou,China,23.31N,112.72E
1931/3/1,17.171,0.45,Guangzhou,China,23.31N,112.72E
1931/4/1,21.652,0.349,Guangzhou,China,23.31N,112.72E
1931/5/1,25.355,0.315,Guangzhou,China,23.31N,112.72E
1931/6/1,27.553,0.218,Guangzhou,China,23.31N,112.72E
1931/7/1,28.201,0.291,Guangzhou,China,23.31N,112.72E
1931/8/1,28.695,0.239,Guangzhou,China,23.31N,112.72E
1931/9/1,27.007,0.396,Guangzhou,China,23.31N,112.72E
1931/10/1,22.015,0.735,Guangzhou,China,23.31N,112.72E
1931/11/1,19.47,0.42,Guangzhou,China,23.31N,112.72E
1931/12/1,14.779,0.418,Guangzhou,China,23.31N,112.72E
1932/1/1,13.737,0.482,Guangzhou,China,23.31N,112.72E
1932/2/1,11.926,0.847,Guangzhou,China,23.31N,112.72E
1932/3/1,16.601,0.311,Guangzhou,China,23.31N,112.72E
1932/4/1,21.482,0.393,Guangzhou,China,23.31N,112.72E
1932/5/1,26.964,0.333,Guangzhou,China,23.31N,112.72E
1932/6/1,27.539,0.239,Guangzhou,China,23.31N,112.72E
1932/7/1,27.919,0.378,Guangzhou,China,23.31N,112.72E
1932/8/1,28.249,0.198,Guangzhou,China,23.31N,112.72E
1932/9/1,26.238,0.189,Guangzhou,China,23.31N,112.72E
1932/10/1,22.579,0.677,Guangzhou,China,23.31N,112.72E
1932/11/1,19.379,0.326,Guangzhou,China,23.31N,112.72E
1932/12/1,14.398,0.267,Guangzhou,China,23.31N,112.72E
1933/1/1,9.704,1.12,Guangzhou,China,23.31N,112.72E
1933/2/1,14.143,1.12,Guangzhou,China,23.31N,112.72E
1933/3/1,16.763,0.275,Guangzhou,China,23.31N,112.72E
1933/4/1,22.055,0.331,Guangzhou,China,23.31N,112.72E
1933/5/1,25.944,0.297,Guangzhou,China,23.31N,112.72E
1933/6/1,27.875,0.438,Guangzhou,China,23.31N,112.72E
1933/7/1,28.883,0.32,Guangzhou,China,23.31N,112.72E
1933/8/1,29.215,0.386,Guangzhou,China,23.31N,112.72E
1933/9/1,27.81,0.278,Guangzhou,China,23.31N,112.72E
1933/10/1,23.178,0.242,Guangzhou,China,23.31N,112.72E
1933/11/1,18.475,0.621,Guangzhou,China,23.31N,112.72E
1933/12/1,15.754,0.69,Guangzhou,China,23.31N,112.72E
1934/1/1,10.276,0.581,Guangzhou,China,23.31N,112.72E
1934/2/1,14.678,0.425,Guangzhou,China,23.31N,112.72E
1934/3/1,16.653,0.48,Guangzhou,China,23.31N,112.72E
1934/4/1,19.405,0.438,Guangzhou,China,23.31N,112.72E
1934/5/1,25.8,0.398,Guangzhou,China,23.31N,112.72E
1934/6/1,26.947,0.588,Guangzhou,China,23.31N,112.72E
1934/7/1,28.348,0.456,Guangzhou,China,23.31N,112.72E
1934/8/1,28.052,0.337,Guangzhou,China,23.31N,112.72E
1934/9/1,27.845,0.227,Guangzhou,China,23.31N,112.72E
1934/10/1,21.998,0.25,Guangzhou,China,23.31N,112.72E
1934/11/1,18.279,0.604,Guangzhou,China,23.31N,112.72E
1934/12/1,15.735,0.644,Guangzhou,China,23.31N,112.72E
1935/1/1,13.022,0.313,Guangzhou,China,23.31N,112.72E
1935/2/1,14.948,0.543,Guangzhou,China,23.31N,112.72E
1935/3/1,18.686,0.372,Guangzhou,China,23.31N,112.72E
1935/4/1,20.962,0.321,Guangzhou,China,23.31N,112.72E
1935/5/1,25.498,0.363,Guangzhou,China,23.31N,112.72E
1935/6/1,27.504,0.24,Guangzhou,China,23.31N,112.72E
1935/7/1,28.427,0.173,Guangzhou,China,23.31N,112.72E
1935/8/1,28.736,0.362,Guangzhou,China,23.31N,112.72E
1935/9/1,26.17,0.292,Guangzhou,China,23.31N,112.72E
1935/10/1,24.963,0.422,Guangzhou,China,23.31N,112.72E
1935/11/1,19.897,0.367,Guangzhou,China,23.31N,112.72E
1935/12/1,12.241,1.005,Guangzhou,China,23.31N,112.72E
1936/1/1,11.714,0.436,Guangzhou,China,23.31N,112.72E
1936/2/1,14.097,0.52,Guangzhou,China,23.31N,112.72E
1936/3/1,13.534,0.255,Guangzhou,China,23.31N,112.72E
1936/4/1,21.302,0.431,Guangzhou,China,23.31N,112.72E
1936/5/1,24.568,0.253,Guangzhou,China,23.31N,112.72E
1936/6/1,27.903,0.338,Guangzhou,China,23.31N,112.72E
1936/7/1,28.685,0.475,Guangzhou,China,23.31N,112.72E
1936/8/1,28.363,0.469,Guangzhou,China,23.31N,112.72E
1936/9/1,26.879,0.477,Guangzhou,China,23.31N,112.72E
1936/10/1,22.667,0.523,Guangzhou,China,23.31N,112.72E
1936/11/1,19.741,0.441,Guangzhou,China,23.31N,112.72E
1936/12/1,15.239,0.392,Guangzhou,China,23.31N,112.72E
1937/1/1,13.329,0.443,Guangzhou,China,23.31N,112.72E
1937/2/1,14.536,0.243,Guangzhou,China,23.31N,112.72E
1937/3/1,17.453,0.628,Guangzhou,China,23.31N,112.72E
1937/4/1,21.91,0.42,Guangzhou,China,23.31N,112.72E
1937/5/1,25.788,0.467,Guangzhou,China,23.31N,112.72E
1937/6/1,27.18,0.171,Guangzhou,China,23.31N,112.72E
1937/7/1,28.879,0.229,Guangzhou,China,23.31N,112.72E
1937/8/1,28.056,0.42,Guangzhou,China,23.31N,112.72E
1937/9/1,28.041,0.247,Guangzhou,China,23.31N,112.72E
1937/10/1,24.578,0.36,Guangzhou,China,23.31N,112.72E
1937/11/1,18.932,0.304,Guangzhou,China,23.31N,112.72E
1937/12/1,15.57,0.402,Guangzhou,China,23.31N,112.72E
1938/1/1,13.165,0.264,Guangzhou,China,23.31N,112.72E
1938/2/1,13.419,0.613,Guangzhou,China,23.31N,112.72E
1938/3/1,16.514,0.338,Guangzhou,China,23.31N,112.72E
1938/4/1,22.891,0.319,Guangzhou,China,23.31N,112.72E
1938/5/1,25.901,0.418,Guangzhou,China,23.31N,112.72E
1938/6/1,28.978,0.34,Guangzhou,China,23.31N,112.72E
1938/7/1,28.606,0.326,Guangzhou,China,23.31N,112.72E
1938/8/1,28.288,0.205,Guangzhou,China,23.31N,112.72E
1938/9/1,27.588,0.117,Guangzhou,China,23.31N,112.72E
1938/10/1,24.919,0.255,Guangzhou,China,23.31N,112.72E
1938/11/1,19.057,0.433,Guangzhou,China,23.31N,112.72E
1938/12/1,15.679,0.455,Guangzhou,China,23.31N,112.72E
1939/1/1,13.579,0.296,Guangzhou,China,23.31N,112.72E
1939/2/1,15.623,0.435,Guangzhou,China,23.31N,112.72E
1939/3/1,17.582,0.218,Guangzhou,China,23.31N,112.72E
1939/4/1,20.232,0.327,Guangzhou,China,23.31N,112.72E
1939/5/1,25.353,0.54,Guangzhou,China,23.31N,112.72E
1939/6/1,27.591,0.342,Guangzhou,China,23.31N,112.72E
1939/7/1,28.665,0.616,Guangzhou,China,23.31N,112.72E
1939/8/1,28.405,0.522,Guangzhou,China,23.31N,112.72E
1939/9/1,27.034,0.35,Guangzhou,China,23.31N,112.72E
1939/10/1,24.006,0.265,Guangzhou,China,23.31N,112.72E
1939/11/1,19.34,0.319,Guangzhou,China,23.31N,112.72E
1939/12/1,13.778,0.799,Guangzhou,China,23.31N,112.72E
1940/1/1,13.781,0.748,Guangzhou,China,23.31N,112.72E
1940/2/1,15.21,0.817,Guangzhou,China,23.31N,112.72E
1940/3/1,16.343,0.474,Guangzhou,China,23.31N,112.72E
1940/4/1,19.886,1.135,Guangzhou,China,23.31N,112.72E
1940/5/1,24.927,0.209,Guangzhou,China,23.31N,112.72E
1940/6/1,27.451,0.443,Guangzhou,China,23.31N,112.72E
1940/7/1,28.956,0.372,Guangzhou,China,23.31N,112.72E
1940/8/1,28.338,0.233,Guangzhou,China,23.31N,112.72E
1940/9/1,28.776,0.461,Guangzhou,China,23.31N,112.72E
1940/10/1,24.856,0.336,Guangzhou,China,23.31N,112.72E
1940/11/1,19.896,0.435,Guangzhou,China,23.31N,112.72E
1940/12/1,17.072,0.514,Guangzhou,China,23.31N,112.72E
1941/1/1,15.851,0.574,Guangzhou,China,23.31N,112.72E
1941/2/1,15.109,0.314,Guangzhou,China,23.31N,112.72E
1941/3/1,17.184,0.944,Guangzhou,China,23.31N,112.72E
1941/4/1,21.316,0.662,Guangzhou,China,23.31N,112.72E
1941/5/1,25.534,0.33,Guangzhou,China,23.31N,112.72E
1941/6/1,27.964,0.217,Guangzhou,China,23.31N,112.72E
1941/7/1,28.861,0.501,Guangzhou,China,23.31N,112.72E
1941/8/1,28.917,0.283,Guangzhou,China,23.31N,112.72E
1941/9/1,26.853,0.26,Guangzhou,China,23.31N,112.72E
1941/10/1,24.044,0.356,Guangzhou,China,23.31N,112.72E
1941/11/1,18.793,0.415,Guangzhou,China,23.31N,112.72E
1941/12/1,15.303,0.474,Guangzhou,China,23.31N,112.72E
1942/1/1,14.308,0.531,Guangzhou,China,23.31N,112.72E
1942/2/1,13.053,0.657,Guangzhou,China,23.31N,112.72E
1942/3/1,19.715,0.462,Guangzhou,China,23.31N,112.72E
1942/4/1,21.664,0.389,Guangzhou,China,23.31N,112.72E
1942/5/1,25.726,0.503,Guangzhou,China,23.31N,112.72E
1942/6/1,28.284,0.464,Guangzhou,China,23.31N,112.72E
1942/7/1,28.077,0.388,Guangzhou,China,23.31N,112.72E
1942/8/1,28.425,0.257,Guangzhou,China,23.31N,112.72E
1942/9/1,27.705,0.31,Guangzhou,China,23.31N,112.72E
1942/10/1,24.097,0.323,Guangzhou,China,23.31N,112.72E
1942/11/1,21.053,0.559,Guangzhou,China,23.31N,112.72E
1942/12/1,14.751,0.599,Guangzhou,China,23.31N,112.72E
1943/1/1,12.683,1.19,Guangzhou,China,23.31N,112.72E
1943/2/1,14.31,0.493,Guangzhou,China,23.31N,112.72E
1943/3/1,18.361,0.29,Guangzhou,China,23.31N,112.72E
1943/4/1,21.36,0.218,Guangzhou,China,23.31N,112.72E
1943/5/1,26.512,0.275,Guangzhou,China,23.31N,112.72E
1943/6/1,27.881,0.346,Guangzhou,China,23.31N,112.72E
1943/7/1,28.272,0.387,Guangzhou,China,23.31N,112.72E
1943/8/1,28.452,0.287,Guangzhou,China,23.31N,112.72E
1943/9/1,28.088,0.413,Guangzhou,China,23.31N,112.72E
1943/10/1,24.262,0.467,Guangzhou,China,23.31N,112.72E
1943/11/1,20.135,0.721,Guangzhou,China,23.31N,112.72E
1943/12/1,16.129,0.441,Guangzhou,China,23.31N,112.72E
1944/1/1,14.533,1.247,Guangzhou,China,23.31N,112.72E
1944/2/1,14.132,0.704,Guangzhou,China,23.31N,112.72E
1944/3/1,17.73,0.513,Guangzhou,China,23.31N,112.72E
1944/4/1,21.382,0.901,Guangzhou,China,23.31N,112.72E
1944/5/1,25.196,0.252,Guangzhou,China,23.31N,112.72E
1944/6/1,27.456,0.381,Guangzhou,China,23.31N,112.72E
1944/7/1,29.03,0.507,Guangzhou,China,23.31N,112.72E
1944/8/1,28.248,0.297,Guangzhou,China,23.31N,112.72E
1944/9/1,28.336,0.358,Guangzhou,China,23.31N,112.72E
1944/10/1,23.944,0.642,Guangzhou,China,23.31N,112.72E
1944/11/1,20.831,1.339,Guangzhou,China,23.31N,112.72E
1944/12/1,11.318,0.813,Guangzhou,China,23.31N,112.72E
1945/1/1,12.256,0.538,Guangzhou,China,23.31N,112.72E
1945/2/1,10.006,1.927,Guangzhou,China,23.31N,112.72E
1945/3/1,17.292,0.375,Guangzhou,China,23.31N,112.72E
1945/4/1,21.746,0.474,Guangzhou,China,23.31N,112.72E
1945/5/1,24.633,0.642,Guangzhou,China,23.31N,112.72E
1945/6/1,28.515,0.623,Guangzhou,China,23.31N,112.72E
1945/7/1,29.484,0.52,Guangzhou,China,23.31N,112.72E
1945/8/1,28.192,0.555,Guangzhou,China,23.31N,112.72E
1945/9/1,28.656,0.617,Guangzhou,China,23.31N,112.72E
1945/10/1,22.746,1.024,Guangzhou,China,23.31N,112.72E
1945/11/1,21.999,0.655,Guangzhou,China,23.31N,112.72E
1945/12/1,15.413,0.854,Guangzhou,China,23.31N,112.72E
1946/1/1,15.539,0.447,Guangzhou,China,23.31N,112.72E
1946/2/1,17.91,0.762,Guangzhou,China,23.31N,112.72E
1946/3/1,17.967,0.76,Guangzhou,China,23.31N,112.72E
1946/4/1,24.679,0.639,Guangzhou,China,23.31N,112.72E
1946/5/1,26.075,0.45,Guangzhou,China,23.31N,112.72E
1946/6/1,28.331,0.328,Guangzhou,China,23.31N,112.72E
1946/7/1,28.361,0.303,Guangzhou,China,23.31N,112.72E
1946/8/1,28.658,0.24,Guangzhou,China,23.31N,112.72E
1946/9/1,28.275,0.405,Guangzhou,China,23.31N,112.72E
1946/10/1,23.124,0.249,Guangzhou,China,23.31N,112.72E
1946/11/1,20.636,0.684,Guangzhou,China,23.31N,112.72E
1946/12/1,14.171,0.529,Guangzhou,China,23.31N,112.72E
1947/1/1,14.57,0.343,Guangzhou,China,23.31N,112.72E
1947/2/1,12.335,0.469,Guangzhou,China,23.31N,112.72E
1947/3/1,17.444,0.228,Guangzhou,China,23.31N,112.72E
1947/4/1,20.774,0.287,Guangzhou,China,23.31N,112.72E
1947/5/1,26.238,0.683,Guangzhou,China,23.31N,112.72E
1947/6/1,27.211,0.325,Guangzhou,China,23.31N,112.72E
1947/7/1,28.409,0.294,Guangzhou,China,23.31N,112.72E
1947/8/1,28.666,0.303,Guangzhou,China,23.31N,112.72E
1947/9/1,27.586,0.232,Guangzhou,China,23.31N,112.72E
1947/10/1,22.287,0.267,Guangzhou,China,23.31N,112.72E
1947/11/1,20.023,0.568,Guangzhou,China,23.31N,112.72E
1947/12/1,14.598,0.763,Guangzhou,China,23.31N,112.72E
1948/1/1,13.632,0.287,Guangzhou,China,23.31N,112.72E
1948/2/1,15.692,0.553,Guangzhou,China,23.31N,112.72E
1948/3/1,18.85,0.493,Guangzhou,China,23.31N,112.72E
1948/4/1,22.707,0.753,Guangzhou,China,23.31N,112.72E
1948/5/1,25.664,0.406,Guangzhou,China,23.31N,112.72E
1948/6/1,27.762,0.184,Guangzhou,China,23.31N,112.72E
1948/7/1,27.994,0.392,Guangzhou,China,23.31N,112.72E
1948/8/1,28.7,0.377,Guangzhou,China,23.31N,112.72E
1948/9/1,27.557,0.235,Guangzhou,China,23.31N,112.72E
1948/10/1,23.575,0.363,Guangzhou,China,23.31N,112.72E
1948/11/1,17.21,0.372,Guangzhou,China,23.31N,112.72E
1948/12/1,17.102,0.65,Guangzhou,China,23.31N,112.72E
1949/1/1,13.602,0.477,Guangzhou,China,23.31N,112.72E
1949/2/1,16.096,0.702,Guangzhou,China,23.31N,112.72E
1949/3/1,17.972,0.356,Guangzhou,China,23.31N,112.72E
1949/4/1,21.526,0.489,Guangzhou,China,23.31N,112.72E
1949/5/1,26.569,0.343,Guangzhou,China,23.31N,112.72E
1949/6/1,27.965,0.219,Guangzhou,China,23.31N,112.72E
1949/7/1,28.657,0.284,Guangzhou,China,23.31N,112.72E
1949/8/1,28.356,0.262,Guangzhou,China,23.31N,112.72E
1949/9/1,28.227,0.359,Guangzhou,China,23.31N,112.72E
1949/10/1,23.736,0.215,Guangzhou,China,23.31N,112.72E
1949/11/1,18.977,0.282,Guangzhou,China,23.31N,112.72E
1949/12/1,15.552,0.462,Guangzhou,China,23.31N,112.72E
1950/1/1,16.542,0.792,Guangzhou,China,23.31N,112.72E
1950/2/1,14.05,0.34,Guangzhou,China,23.31N,112.72E
1950/3/1,19.155,0.699,Guangzhou,China,23.31N,112.72E
1950/4/1,20.774,0.565,Guangzhou,China,23.31N,112.72E
1950/5/1,25.375,0.494,Guangzhou,China,23.31N,112.72E
1950/6/1,26.856,0.286,Guangzhou,China,23.31N,112.72E
1950/7/1,28.894,0.177,Guangzhou,China,23.31N,112.72E
1950/8/1,28.159,0.232,Guangzhou,China,23.31N,112.72E
1950/9/1,27.873,0.536,Guangzhou,China,23.31N,112.72E
1950/10/1,24.791,0.502,Guangzhou,China,23.31N,112.72E
1950/11/1,19.482,0.73,Guangzhou,China,23.31N,112.72E
1950/12/1,13.658,0.502,Guangzhou,China,23.31N,112.72E
1951/1/1,12.887,0.55,Guangzhou,China,23.31N,112.72E
1951/2/1,14.73,0.395,Guangzhou,China,23.31N,112.72E
1951/3/1,14.875,0.227,Guangzhou,China,23.31N,112.72E
1951/4/1,20.359,0.43,Guangzhou,China,23.31N,112.72E
1951/5/1,25.953,0.477,Guangzhou,China,23.31N,112.72E
1951/6/1,26.82,0.574,Guangzhou,China,23.31N,112.72E
1951/7/1,28.819,0.199,Guangzhou,China,23.31N,112.72E
1951/8/1,28.812,0.276,Guangzhou,China,23.31N,112.72E
1951/9/1,27.488,0.359,Guangzhou,China,23.31N,112.72E
1951/10/1,24.232,0.386,Guangzhou,China,23.31N,112.72E
1951/11/1,19.126,0.766,Guangzhou,China,23.31N,112.72E
1951/12/1,16.534,0.861,Guangzhou,China,23.31N,112.72E
1952/1/1,14.839,0.417,Guangzhou,China,23.31N,112.72E
1952/2/1,14.5,0.566,Guangzhou,China,23.31N,112.72E
1952/3/1,17.781,0.484,Guangzhou,China,23.31N,112.72E
1952/4/1,22.167,0.383,Guangzhou,China,23.31N,112.72E
1952/5/1,27.427,0.498,Guangzhou,China,23.31N,112.72E
1952/6/1,28.311,0.339,Guangzhou,China,23.31N,112.72E
1952/7/1,29.031,0.221,Guangzhou,China,23.31N,112.72E
1952/8/1,28.463,0.361,Guangzhou,China,23.31N,112.72E
1952/9/1,27.303,0.176,Guangzhou,China,23.31N,112.72E
1952/10/1,23.757,0.332,Guangzhou,China,23.31N,112.72E
1952/11/1,20.613,0.157,Guangzhou,China,23.31N,112.72E
1952/12/1,12.936,0.38,Guangzhou,China,23.31N,112.72E
1953/1/1,13.593,0.296,Guangzhou,China,23.31N,112.72E
1953/2/1,15.024,0.205,Guangzhou,China,23.31N,112.72E
1953/3/1,18.209,0.199,Guangzhou,China,23.31N,112.72E
1953/4/1,19.071,0.333,Guangzhou,China,23.31N,112.72E
1953/5/1,25.209,0.355,Guangzhou,China,23.31N,112.72E
1953/6/1,28.22,0.233,Guangzhou,China,23.31N,112.72E
1953/7/1,29.544,0.24,Guangzhou,China,23.31N,112.72E
1953/8/1,29.758,0.267,Guangzhou,China,23.31N,112.72E
1953/9/1,26.427,0.186,Guangzhou,China,23.31N,112.72E
1953/10/1,25.292,0.18,Guangzhou,China,23.31N,112.72E
1953/11/1,19.612,0.224,Guangzhou,China,23.31N,112.72E
1953/12/1,15.064,0.268,Guangzhou,China,23.31N,112.72E
1954/1/1,15.356,0.459,Guangzhou,China,23.31N,112.72E
1954/2/1,14.562,0.333,Guangzhou,China,23.31N,112.72E
1954/3/1,14.937,0.269,Guangzhou,China,23.31N,112.72E
1954/4/1,21.291,0.236,Guangzhou,China,23.31N,112.72E
1954/5/1,26.224,0.143,Guangzhou,China,23.31N,112.72E
1954/6/1,27.819,0.261,Guangzhou,China,23.31N,112.72E
1954/7/1,29.254,0.195,Guangzhou,China,23.31N,112.72E
1954/8/1,28.589,0.303,Guangzhou,China,23.31N,112.72E
1954/9/1,27.47,0.117,Guangzhou,China,23.31N,112.72E
1954/10/1,23.561,0.194,Guangzhou,China,23.31N,112.72E
1954/11/1,20.807,0.216,Guangzhou,China,23.31N,112.72E
1954/12/1,12.43,0.409,Guangzhou,China,23.31N,112.72E
1955/1/1,11.138,0.292,Guangzhou,China,23.31N,112.72E
1955/2/1,16.027,0.202,Guangzhou,China,23.31N,112.72E
1955/3/1,18.997,0.499,Guangzhou,China,23.31N,112.72E
1955/4/1,21.61,0.373,Guangzhou,China,23.31N,112.72E
1955/5/1,26.12,0.205,Guangzhou,China,23.31N,112.72E
1955/6/1,27.278,0.222,Guangzhou,China,23.31N,112.72E
1955/7/1,27.611,0.24,Guangzhou,China,23.31N,112.72E
1955/8/1,28.091,0.392,Guangzhou,China,23.31N,112.72E
1955/9/1,28.45,0.312,Guangzhou,China,23.31N,112.72E
1955/10/1,23.444,0.178,Guangzhou,China,23.31N,112.72E
1955/11/1,17.702,0.258,Guangzhou,China,23.31N,112.72E
1955/12/1,15.855,0.376,Guangzhou,China,23.31N,112.72E
1956/1/1,11.43,0.287,Guangzhou,China,23.31N,112.72E
1956/2/1,13.928,0.26,Guangzhou,China,23.31N,112.72E
1956/3/1,17.304,0.205,Guangzhou,China,23.31N,112.72E
1956/4/1,23.257,0.347,Guangzhou,China,23.31N,112.72E
1956/5/1,25.352,0.458,Guangzhou,China,23.31N,112.72E
1956/6/1,27.809,0.257,Guangzhou,China,23.31N,112.72E
1956/7/1,29.113,0.257,Guangzhou,China,23.31N,112.72E
1956/8/1,28.567,0.229,Guangzhou,China,23.31N,112.72E
1956/9/1,27.871,0.267,Guangzhou,China,23.31N,112.72E
1956/10/1,24.251,0.259,Guangzhou,China,23.31N,112.72E
1956/11/1,17.815,0.421,Guangzhou,China,23.31N,112.72E
1956/12/1,13.755,0.338,Guangzhou,China,23.31N,112.72E
1957/1/1,14.663,0.183,Guangzhou,China,23.31N,112.72E
1957/2/1,10.088,0.238,Guangzhou,China,23.31N,112.72E
1957/3/1,16.684,0.172,Guangzhou,China,23.31N,112.72E
1957/4/1,22.448,0.378,Guangzhou,China,23.31N,112.72E
1957/5/1,25.108,0.227,Guangzhou,China,23.31N,112.72E
1957/6/1,27.083,0.468,Guangzhou,China,23.31N,112.72E
1957/7/1,28.882,0.461,Guangzhou,China,23.31N,112.72E
1957/8/1,28.769,0.745,Guangzhou,China,23.31N,112.72E
1957/9/1,26.955,0.477,Guangzhou,China,23.31N,112.72E
1957/10/1,22.358,0.465,Guangzhou,China,23.31N,112.72E
1957/11/1,19.954,0.37,Guangzhou,China,23.31N,112.72E
1957/12/1,16.224,0.426,Guangzhou,China,23.31N,112.72E
1958/1/1,12.804,0.276,Guangzhou,China,23.31N,112.72E
1958/2/1,12.924,0.28,Guangzhou,China,23.31N,112.72E
1958/3/1,19.471,0.22,Guangzhou,China,23.31N,112.72E
1958/4/1,23.13,0.195,Guangzhou,China,23.31N,112.72E
1958/5/1,26.373,0.4,Guangzhou,China,23.31N,112.72E
1958/6/1,27.589,0.401,Guangzhou,China,23.31N,112.72E
1958/7/1,28.796,0.373,Guangzhou,China,23.31N,112.72E
1958/8/1,28.027,0.341,Guangzhou,China,23.31N,112.72E
1958/9/1,27.168,0.29,Guangzhou,China,23.31N,112.72E
1958/10/1,22.509,0.238,Guangzhou,China,23.31N,112.72E
1958/11/1,18.765,0.256,Guangzhou,China,23.31N,112.72E
1958/12/1,16.067,0.208,Guangzhou,China,23.31N,112.72E
1959/1/1,12.621,0.272,Guangzhou,China,23.31N,112.72E
1959/2/1,14.985,0.394,Guangzhou,China,23.31N,112.72E
1959/3/1,18.431,0.358,Guangzhou,China,23.31N,112.72E
1959/4/1,22.652,0.383,Guangzhou,China,23.31N,112.72E
1959/5/1,25.338,0.179,Guangzhou,China,23.31N,112.72E
1959/6/1,27.591,0.176,Guangzhou,China,23.31N,112.72E
1959/7/1,28.43,0.272,Guangzhou,China,23.31N,112.72E
1959/8/1,28.326,0.182,Guangzhou,China,23.31N,112.72E
1959/9/1,26.808,0.332,Guangzhou,China,23.31N,112.72E
1959/10/1,23.648,0.249,Guangzhou,China,23.31N,112.72E
1959/11/1,19.907,0.325,Guangzhou,China,23.31N,112.72E
1959/12/1,15.735,0.381,Guangzhou,China,23.31N,112.72E
1960/1/1,13.707,0.237,Guangzhou,China,23.31N,112.72E
1960/2/1,16.84,0.332,Guangzhou,China,23.31N,112.72E
1960/3/1,20.502,0.251,Guangzhou,China,23.31N,112.72E
1960/4/1,20.38,0.217,Guangzhou,China,23.31N,112.72E
1960/5/1,24.514,0.353,Guangzhou,China,23.31N,112.72E
1960/6/1,28.022,0.245,Guangzhou,China,23.31N,112.72E
1960/7/1,28.497,0.142,Guangzhou,China,23.31N,112.72E
1960/8/1,28.541,0.287,Guangzhou,China,23.31N,112.72E
1960/9/1,27.348,0.131,Guangzhou,China,23.31N,112.72E
1960/10/1,23.058,0.143,Guangzhou,China,23.31N,112.72E
1960/11/1,19.533,0.203,Guangzhou,China,23.31N,112.72E
1960/12/1,14.1,0.305,Guangzhou,China,23.31N,112.72E
1961/1/1,12.518,0.382,Guangzhou,China,23.31N,112.72E
1961/2/1,13.62,0.268,Guangzhou,China,23.31N,112.72E
1961/3/1,17.756,0.215,Guangzhou,China,23.31N,112.72E
1961/4/1,21.859,0.327,Guangzhou,China,23.31N,112.72E
1961/5/1,25.787,0.243,Guangzhou,China,23.31N,112.72E
1961/6/1,28.251,0.35,Guangzhou,China,23.31N,112.72E
1961/7/1,28.689,0.193,Guangzhou,China,23.31N,112.72E
1961/8/1,28.175,0.112,Guangzhou,China,23.31N,112.72E
1961/9/1,26.812,0.132,Guangzhou,China,23.31N,112.72E
1961/10/1,24.341,0.291,Guangzhou,China,23.31N,112.72E
1961/11/1,20.412,0.191,Guangzhou,China,23.31N,112.72E
1961/12/1,15.598,0.219,Guangzhou,China,23.31N,112.72E
1962/1/1,11.573,0.275,Guangzhou,China,23.31N,112.72E
1962/2/1,15.539,0.197,Guangzhou,China,23.31N,112.72E
1962/3/1,17.145,0.342,Guangzhou,China,23.31N,112.72E
1962/4/1,20.645,0.397,Guangzhou,China,23.31N,112.72E
1962/5/1,25.932,0.216,Guangzhou,China,23.31N,112.72E
1962/6/1,27.229,0.59,Guangzhou,China,23.31N,112.72E
1962/7/1,29.314,0.269,Guangzhou,China,23.31N,112.72E
1962/8/1,29.226,0.237,Guangzhou,China,23.31N,112.72E
1962/9/1,27.644,0.257,Guangzhou,China,23.31N,112.72E
1962/10/1,23.595,0.379,Guangzhou,China,23.31N,112.72E
1962/11/1,17.991,0.141,Guangzhou,China,23.31N,112.72E
1962/12/1,14.844,0.352,Guangzhou,China,23.31N,112.72E
1963/1/1,11.208,0.363,Guangzhou,China,23.31N,112.72E
1963/2/1,14.089,0.292,Guangzhou,China,23.31N,112.72E
1963/3/1,18.046,0.231,Guangzhou,China,23.31N,112.72E
1963/4/1,22.347,0.271,Guangzhou,China,23.31N,112.72E
1963/5/1,27.773,0.288,Guangzhou,China,23.31N,112.72E
1963/6/1,27.95,0.208,Guangzhou,China,23.31N,112.72E
1963/7/1,28.124,0.31,Guangzhou,China,23.31N,112.72E
