Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","352","Iceland","7271","Temperature change","7016","Dec–Jan–Feb","2018","2018","°C","0.756","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7016","Dec–Jan–Feb","2019","2019","°C","1.696","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7016","Dec–Jan–Feb","2020","2020","°C","1.034","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7017","Mar–Apr–May","2001","2001","°C","0.032","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7017","Mar–Apr–May","2002","2002","°C","0.459","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7017","Mar–Apr–May","2003","2003","°C","2.016","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7017","Mar–Apr–May","2004","2004","°C","2.173","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7017","Mar–Apr–May","2005","2005","°C","0.951","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7017","Mar–Apr–May","2006","2006","°C","0.009","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7017","Mar–Apr–May","2007","2007","°C","1.31","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7017","Mar–Apr–May","2008","2008","°C","0.674","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7017","Mar–Apr–May","2009","2009","°C","0.964","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7017","Mar–Apr–May","2010","2010","°C","0.964","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7017","Mar–Apr–May","2011","2011","°C","0.809","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7017","Mar–Apr–May","2012","2012","°C","1.103","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7017","Mar–Apr–May","2013","2013","°C","-0.419","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7017","Mar–Apr–May","2014","2014","°C","1.765","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7017","Mar–Apr–May","2015","2015","°C","-0.055","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7017","Mar–Apr–May","2016","2016","°C","1.473","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7017","Mar–Apr–May","2017","2017","°C","1.505","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7017","Mar–Apr–May","2018","2018","°C","1.312","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7017","Mar–Apr–May","2019","2019","°C","1.705","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7017","Mar–Apr–May","2020","2020","°C","0.697","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7018","Jun–Jul–Aug","2001","2001","°C","0.196","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7018","Jun–Jul–Aug","2002","2002","°C","0.607","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7018","Jun–Jul–Aug","2003","2003","°C","1.821","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7018","Jun–Jul–Aug","2004","2004","°C","1.484","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7018","Jun–Jul–Aug","2005","2005","°C","0.876","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7018","Jun–Jul–Aug","2006","2006","°C","1.217","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7018","Jun–Jul–Aug","2007","2007","°C","1.297","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7018","Jun–Jul–Aug","2008","2008","°C","1.283","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7018","Jun–Jul–Aug","2009","2009","°C","0.986","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7018","Jun–Jul–Aug","2010","2010","°C","1.598","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7018","Jun–Jul–Aug","2011","2011","°C","0.347","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7018","Jun–Jul–Aug","2012","2012","°C","1.235","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7018","Jun–Jul–Aug","2013","2013","°C","0.971","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7018","Jun–Jul–Aug","2014","2014","°C","1.664","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7018","Jun–Jul–Aug","2015","2015","°C","0.158","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7018","Jun–Jul–Aug","2016","2016","°C","1.815","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7018","Jun–Jul–Aug","2017","2017","°C","1.181","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7018","Jun–Jul–Aug","2018","2018","°C","0.817","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7018","Jun–Jul–Aug","2019","2019","°C","1.292","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7018","Jun–Jul–Aug","2020","2020","°C","0.914","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7019","Sep–Oct–Nov","2001","2001","°C","1.207","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7019","Sep–Oct–Nov","2002","2002","°C","1.618","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7019","Sep–Oct–Nov","2003","2003","°C","0.986","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7019","Sep–Oct–Nov","2004","2004","°C","0.719","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7019","Sep–Oct–Nov","2005","2005","°C","-0.666","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7019","Sep–Oct–Nov","2006","2006","°C","0.572","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7019","Sep–Oct–Nov","2007","2007","°C","0.724","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7019","Sep–Oct–Nov","2008","2008","°C","0.397","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7019","Sep–Oct–Nov","2009","2009","°C","0.745","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7019","Sep–Oct–Nov","2010","2010","°C","1.041","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7019","Sep–Oct–Nov","2011","2011","°C","1.386","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7019","Sep–Oct–Nov","2012","2012","°C","-0.318","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7019","Sep–Oct–Nov","2013","2013","°C","-0.12","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7019","Sep–Oct–Nov","2014","2014","°C","1.897","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7019","Sep–Oct–Nov","2015","2015","°C","1.364","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7019","Sep–Oct–Nov","2016","2016","°C","2.345","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7019","Sep–Oct–Nov","2017","2017","°C","1.292","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7019","Sep–Oct–Nov","2018","2018","°C","0.685","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7019","Sep–Oct–Nov","2019","2019","°C","0.891","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7019","Sep–Oct–Nov","2020","2020","°C","0.759","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7020","Meteorological year","2001","2001","°C","0.618","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7020","Meteorological year","2002","2002","°C","0.821","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7020","Meteorological year","2003","2003","°C","1.844","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7020","Meteorological year","2004","2004","°C","1.292","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7020","Meteorological year","2005","2005","°C","0.509","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7020","Meteorological year","2006","2006","°C","1.089","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7020","Meteorological year","2007","2007","°C","1.155","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7020","Meteorological year","2008","2008","°C","0.806","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7020","Meteorological year","2009","2009","°C","0.965","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7020","Meteorological year","2010","2010","°C","1.218","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7020","Meteorological year","2011","2011","°C","1.026","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7020","Meteorological year","2012","2012","°C","0.748","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7020","Meteorological year","2013","2013","°C","0.776","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7020","Meteorological year","2014","2014","°C","1.737","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7020","Meteorological year","2015","2015","°C","0.494","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7020","Meteorological year","2016","2016","°C","1.485","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7020","Meteorological year","2017","2017","°C","1.77","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.892","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.396","E","Estimated value"
"ET","Temperature change","352","Iceland","7271","Temperature change","7020","Meteorological year","2020","2020","°C","0.851","E","Estimated value"
