Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1990","1990","1000 $","580444492","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1991","1991","1000 $","565752903","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1992","1992","1000 $","571432900","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1993","1993","1000 $","558180032","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1994","1994","1000 $","611689816","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1995","1995","1000 $","671255189","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1996","1996","1000 $","700979202","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1997","1997","1000 $","654979353","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1998","1998","1000 $","623418490","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","1999","1999","1000 $","567519055","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","2000","2000","1000 $","528014810","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","2001","2001","1000 $","520124528","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","2002","2002","1000 $","540884563","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","2003","2003","1000 $","622865311","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","2004","2004","1000 $","698409484","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","2005","2005","1000 $","708100786","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","2006","2006","1000 $","745016946","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","2007","2007","1000 $","875976661","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","2008","2008","1000 $","1070310156","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","2009","2009","1000 $","912539631","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","2010","2010","1000 $","976987175","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","2011","2011","1000 $","1160013411","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","2012","2012","1000 $","1103320976","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","2013","2013","1000 $","1109622916","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","2014","2014","1000 $","1064502186","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","2015","2015","1000 $","926873030","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","2016","2016","1000 $","909158849","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","2017","2017","1000 $","940993271","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","2018","2018","1000 $","954672947","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","2019","2019","1000 $","946988508","E","Estimated value"
"TI","Trade Indices","001","World","94","Export Value Base Quantity","F1982","Food Excluding Fish","2020","2020","1000 $","936168055","E","Estimated value"
